LeveId,Name,Type,Class,Level,Location,Cost,Expansion,Retired
369,A Patch-up Place,Tradecraft,ALC,40,Coerthas Central Highlands,1,ARR,
370,A Bile Business,Tradecraft,ALC,40,Ul'dah,1,ARR,
371,Your Courtesy Wake-up Call,Tradecraft,ALC,40,Ul'dah,1,ARR,
372,No Accounting for Waste,Tradecraft,ALC,40,Coerthas Central Highlands,1,ARR,
373,Arcane Arts for Dummies,Tradecraft,ALC,40,Coerthas Central Highlands,1,ARR,
374,A Real Smooth Move,Tradecraft,ALC,40,Coerthas Central Highlands,1,ARR,
375,Sleepless in Silvertear,Tradecraft,ALC,45,Mor Dhona,1,ARR,
376,Quit Your Jib-jab,Tradecraft,ALC,45,Ul'dah,1,ARR,
377,A Matter of Vital Importance,Tradecraft,ALC,45,Ul'dah,1,ARR,
378,Shut Up Already,Tradecraft,ALC,45,Mor Dhona,1,ARR,
379,Make Up Your Mind or Else,Tradecraft,ALC,45,Mor Dhona,1,ARR,
380,Not Taking No for an Answer,Tradecraft,ALC,45,Mor Dhona,1,ARR,
381,The Unmentionables,Tradecraft,WVR,1,Ul'dah,1,ARR,
382,Trew Enough,Tradecraft,WVR,1,Ul'dah,1,ARR,
383,Not Cool Enough,Tradecraft,WVR,1,Western Thanalan,1,ARR,
384,Hire in the Blood,Tradecraft,WVR,1,Western Thanalan,1,ARR,
385,Burn Me Up,Tradecraft,WVR,1,Western Thanalan,1,ARR,
386,"Long Hair, Long Life",Tradecraft,WVR,1,Ul'dah,1,ARR,
387,The Adventurer's New Coat,Tradecraft,WVR,5,Ul'dah,1,ARR,
388,A Taste for Dalmaticae,Tradecraft,WVR,5,Ul'dah,1,ARR,
389,Just for Kecks,Tradecraft,WVR,5,Western Thanalan,1,ARR,
390,Wiggle Room,Tradecraft,WVR,5,Western Thanalan,1,ARR,
391,This Is Why You Can't Have Nice Things,Tradecraft,WVR,5,Western Thanalan,1,ARR,
392,Time for Acton,Tradecraft,WVR,5,Ul'dah,1,ARR,
393,Hat in Hand,Tradecraft,WVR,10,Ul'dah,1,ARR,
394,Workplace Safety,Tradecraft,WVR,10,Ul'dah,1,ARR,
395,Keep It under Wraps,Tradecraft,WVR,10,Western Thanalan,1,ARR,
396,Making Gloves Out of Nothing at All,Tradecraft,WVR,10,Western Thanalan,1,ARR,
397,Welcome to the Cotton Club,Tradecraft,WVR,10,Western Thanalan,1,ARR,
398,Dirt Cheap,Tradecraft,WVR,10,Ul'dah,1,ARR,
399,Read the Fine Print,Tradecraft,WVR,15,Ul'dah,1,ARR,
400,Don't Trew So Hard,Tradecraft,WVR,15,Ul'dah,1,ARR,
401,Better Shroud than Sorry,Tradecraft,WVR,15,Eastern Thanalan,1,ARR,
402,Pants Are Not Enough,Tradecraft,WVR,15,Eastern Thanalan,1,ARR,
403,Touch Me If You Can,Tradecraft,WVR,15,Eastern Thanalan,1,ARR,
404,A Drag of a Doublet,Tradecraft,WVR,15,Ul'dah,1,ARR,
405,"New Shoes, New Me",Tradecraft,WVR,20,Ul'dah,1,ARR,
406,Hitting Below the Belt,Tradecraft,WVR,20,Ul'dah,1,ARR,
407,Doublet Jeopardy,Tradecraft,WVR,20,South Shroud,1,ARR,
408,Getting Handsy,Tradecraft,WVR,20,South Shroud,1,ARR,
409,The Telltale Tress,Tradecraft,WVR,20,South Shroud,1,ARR,
410,Whatchoo Talking About,Tradecraft,WVR,20,South Shroud,1,ARR,
411,Piling It On,Tradecraft,WVR,25,Ul'dah,1,ARR,
412,I'll Be Your Wailer Today,Tradecraft,WVR,25,South Shroud,1,ARR,
413,He's Got Legs,Tradecraft,WVR,25,Ul'dah,1,ARR,
414,Pantser Corps,Tradecraft,WVR,25,South Shroud,1,ARR,
415,Put a Lid on It,Tradecraft,WVR,25,South Shroud,1,ARR,
416,Bet You Anything,Tradecraft,WVR,25,South Shroud,1,ARR,
417,By the Seat of the Pants,Tradecraft,WVR,30,Eastern La Noscea,1,ARR,
418,By the Short Hairs,Tradecraft,WVR,30,Ul'dah,1,ARR,
419,Our Man in Ul'dah,Tradecraft,WVR,30,Ul'dah,1,ARR,
420,Half Is the New Double,Tradecraft,WVR,30,Eastern La Noscea,1,ARR,
421,Put on Your Party Pants,Tradecraft,WVR,30,Eastern La Noscea,1,ARR,
422,Walk Softly and Carry a Big Halberd,Tradecraft,WVR,30,Eastern La Noscea,1,ARR,
423,Edmelle's Hair,Tradecraft,WVR,35,Coerthas Central Highlands,1,ARR,
424,Private Concerns,Tradecraft,WVR,35,Ul'dah,1,ARR,
425,Crunching the Numbers,Tradecraft,WVR,35,Ul'dah,1,ARR,
426,The Wages of Sin,Tradecraft,WVR,35,Coerthas Central Highlands,1,ARR,
427,In over Your Head,Tradecraft,WVR,35,Coerthas Central Highlands,1,ARR,
428,A Leg Up on the Cold,Tradecraft,WVR,35,Coerthas Central Highlands,1,ARR,
429,Cool to Be Southern,Tradecraft,WVR,40,Coerthas Central Highlands,1,ARR,
430,After the Smock-down,Tradecraft,WVR,40,Ul'dah,1,ARR,
431,Party Animals,Tradecraft,WVR,40,Ul'dah,1,ARR,
432,I'll Swap You,Tradecraft,WVR,40,Coerthas Central Highlands,1,ARR,
433,No Country for Cold Men,Tradecraft,WVR,40,Coerthas Central Highlands,1,ARR,
434,A Matter of Import,Tradecraft,WVR,40,Coerthas Central Highlands,1,ARR,
435,Full Moon Fever,Tradecraft,WVR,45,Mor Dhona,1,ARR,
436,Glad As a Hatter,Tradecraft,WVR,45,Ul'dah,1,ARR,
437,Seeing It Through to the End,Tradecraft,WVR,45,Ul'dah,1,ARR,
438,Big in Mor Dhona,Tradecraft,WVR,45,Mor Dhona,1,ARR,
439,And a Haircut Wouldn't Hurt,Tradecraft,WVR,45,Mor Dhona,1,ARR,
440,"Bundle Up, It's Odd out There",Tradecraft,WVR,45,Mor Dhona,1,ARR,
441,Copper and Robbers,Tradecraft,GSM,1,Ul'dah,1,ARR,
442,Needful Rings,Tradecraft,GSM,1,Ul'dah,1,ARR,
443,Arms for the Poor,Tradecraft,GSM,1,Western Thanalan,1,ARR,
444,Hora at Me,Tradecraft,GSM,1,Western Thanalan,1,ARR,
445,Bad Bromance,Tradecraft,GSM,1,Western Thanalan,1,ARR,
446,Water of Life,Tradecraft,GSM,1,Ul'dah,1,ARR,
447,Gods of Small Things,Tradecraft,GSM,5,Ul'dah,1,ARR,
448,I Ram What I Ram,Tradecraft,GSM,5,Ul'dah,1,ARR,
449,Let's Talk about Hex,Tradecraft,GSM,5,Western Thanalan,1,ARR,
450,A Ringing Success,Tradecraft,GSM,5,Western Thanalan,1,ARR,
451,Horn of Plenty,Tradecraft,GSM,5,Western Thanalan,1,ARR,
452,A Needle Is a Small Sword,Tradecraft,GSM,5,Ul'dah,1,ARR,
453,All That Glitters,Tradecraft,GSM,10,Ul'dah,1,ARR,
454,The Tusk at Hand,Tradecraft,GSM,10,Ul'dah,1,ARR,
455,An Offer We Can't Refuse,Tradecraft,GSM,10,Western Thanalan,1,ARR,
456,Point of Honor,Tradecraft,GSM,10,Western Thanalan,1,ARR,
457,Gorgeous Gorget,Tradecraft,GSM,10,Western Thanalan,1,ARR,
458,Better Four Eyes than None,Tradecraft,GSM,10,Ul'dah,1,ARR,
459,Brothers in Arms,Tradecraft,GSM,15,Ul'dah,1,ARR,
460,Forever 21K,Tradecraft,GSM,15,Ul'dah,1,ARR,
461,Bad to the Bone,Tradecraft,GSM,15,Eastern Thanalan,1,ARR,
462,Sharp Words,Tradecraft,GSM,15,Eastern Thanalan,1,ARR,
463,Bad Guys Eat Brass,Tradecraft,GSM,15,Eastern Thanalan,1,ARR,
464,I Am a Rock,Tradecraft,GSM,15,Ul'dah,1,ARR,
465,Perk of Fiction,Tradecraft,GSM,20,Ul'dah,1,ARR,
466,King for a Day,Tradecraft,GSM,20,Ul'dah,1,ARR,
467,"You Burnt It, You Bought It",Tradecraft,GSM,20,South Shroud,1,ARR,
468,Music to Their Ears,Tradecraft,GSM,20,South Shroud,1,ARR,
469,Dog Tags Are for Dogs,Tradecraft,GSM,20,South Shroud,1,ARR,
470,One and Only,Tradecraft,GSM,20,South Shroud,1,ARR,
471,Love in the Time of Umbra,Tradecraft,GSM,25,Ul'dah,1,ARR,
472,Thaumaturge Is Magic,Tradecraft,GSM,25,South Shroud,1,ARR,
473,All Booked Up,Tradecraft,GSM,25,Ul'dah,1,ARR,
474,Necklet of Champions,Tradecraft,GSM,25,South Shroud,1,ARR,
475,Keep the Change,Tradecraft,GSM,25,South Shroud,1,ARR,
476,Dancing with the Stars,Tradecraft,GSM,25,South Shroud,1,ARR,
477,He Has His Quartz,Tradecraft,GSM,30,Eastern La Noscea,1,ARR,
478,One Man's Trash,Tradecraft,GSM,30,Ul'dah,1,ARR,
479,A Little Bird Told Me,Tradecraft,GSM,30,Ul'dah,1,ARR,
480,Renascence Man,Tradecraft,GSM,30,Eastern La Noscea,1,ARR,
481,It's Only Love,Tradecraft,GSM,30,Eastern La Noscea,1,ARR,
482,Get the Green Stuff,Tradecraft,GSM,30,Eastern La Noscea,1,ARR,
483,"Actually, It's Loyalty",Tradecraft,GSM,35,Coerthas Central Highlands,1,ARR,
484,Lode It Up,Tradecraft,GSM,35,Ul'dah,1,ARR,
485,Burning the Midnight Oil,Tradecraft,GSM,35,Ul'dah,1,ARR,
486,Wear Your Patriotic Pin,Tradecraft,GSM,35,Coerthas Central Highlands,1,ARR,
487,Dead Can't Defang,Tradecraft,GSM,35,Coerthas Central Highlands,1,ARR,
488,Faith and Fashion,Tradecraft,GSM,35,Coerthas Central Highlands,1,ARR,
489,Coral on My Mind,Tradecraft,GSM,40,Coerthas Central Highlands,1,ARR,
490,When We Were Blings,Tradecraft,GSM,40,Ul'dah,1,ARR,
491,It's My Business to Know Things,Tradecraft,GSM,40,Ul'dah,1,ARR,
492,North Ore South,Tradecraft,GSM,40,Coerthas Central Highlands,1,ARR,
493,Tough Job Market,Tradecraft,GSM,40,Coerthas Central Highlands,1,ARR,
494,"If You've Got It, Flaunt It",Tradecraft,GSM,40,Coerthas Central Highlands,1,ARR,
495,Green and Bear It,Tradecraft,GSM,45,Mor Dhona,1,ARR,
496,Gold Is So Last Year,Tradecraft,GSM,45,Ul'dah,1,ARR,
497,The Big Red,Tradecraft,GSM,45,Ul'dah,1,ARR,
498,Sew Not Doing This,Tradecraft,GSM,45,Mor Dhona,1,ARR,
499,Sweet Charity,Tradecraft,GSM,45,Mor Dhona,1,ARR,
500,Light in the Darkness,Tradecraft,GSM,45,Mor Dhona,1,ARR,
501,"Water, Water Everywhere",Battlecraft,,1,Central Shroud,1,ARR,
502,"No Bane, No Gain",Battlecraft,,1,Central Shroud,1,ARR,
503,Scourge of the Saplings,Battlecraft,,1,Central Shroud,1,ARR,
504,Stay for a Vile,Battlecraft,,1,Central Shroud,1,ARR,
505,Nutbreaker Suite,Battlecraft,,1,Central Shroud,1,ARR,
506,Picking Up the Piercers,Battlecraft,,1,Central Shroud,1,ARR,
507,Bug Looks Like a Lady,Battlecraft,,1,Lower La Noscea,1,ARR,
509,Ain't Nobody Got Time for Rats,Battlecraft,,1,Lower La Noscea,1,ARR,
510,A Long and Winding Road,Battlecraft,,1,Lower La Noscea,1,ARR,
511,On the Lamb,Battlecraft,,1,Lower La Noscea,1,ARR,
512,Bug Bites,Battlecraft,,1,Lower La Noscea,1,ARR,
513,Road Rage,Battlecraft,,1,Western Thanalan,1,ARR,
515,Nothing Compares to Shrews,Battlecraft,,1,Western Thanalan,1,ARR,
516,Observe and Protect,Battlecraft,,1,Western Thanalan,1,ARR,
517,Either Love Them or Kill Them,Battlecraft,,1,Western Thanalan,1,ARR,
518,Berries Got Bucked,Battlecraft,,1,Western Thanalan,1,ARR,
519,We Didn't Start the Fire,Battlecraft,,5,Central Shroud,1,ARR,1
520,A Vine Finer than Twine,Battlecraft,,5,Central Shroud,1,ARR,
521,River Raid,Battlecraft,,5,Central Shroud,1,ARR,
522,A Full Stomach,Battlecraft,,5,Central Shroud,1,ARR,
523,Wrangling Raptors,Battlecraft,,5,Central Shroud,1,ARR,
524,Compost with the Most,Battlecraft,,5,Central Shroud,1,ARR,
526,"No Pain, No Grain",Battlecraft,,5,Lower La Noscea,1,ARR,
527,March of the Mandragoras,Battlecraft,,5,Lower La Noscea,1,ARR,
528,Red Stead Redemption,Battlecraft,,5,Lower La Noscea,1,ARR,
529,The Cure,Battlecraft,,5,Lower La Noscea,1,ARR,
530,Far from the Vine,Battlecraft,,5,Lower La Noscea,1,ARR,
532,The Ore the Better,Battlecraft,,5,Western Thanalan,1,ARR,
533,Needles to Say,Battlecraft,,5,Western Thanalan,1,ARR,
534,Procession of the Noble,Battlecraft,,5,Western Thanalan,1,ARR,
535,A Spoonful of Poison,Battlecraft,,5,Western Thanalan,1,ARR,
536,Two Yalms Under,Battlecraft,,5,Western Thanalan,1,ARR,
537,Going Green,Battlecraft,,10,Central Shroud,1,ARR,
538,Infestation Cessation,Battlecraft,,10,Central Shroud,1,ARR,
539,Turning Out the Blight,Battlecraft,,10,Central Shroud,1,ARR,
540,Bump in the Night,Battlecraft,,10,Central Shroud,1,ARR,
541,Wail of a Tale,Battlecraft,,10,Central Shroud,1,ARR,
542,Hog Wild,Battlecraft,,10,Central Shroud,1,ARR,1
543,Scent of a Roselet,Battlecraft,,10,Central Shroud,1,ARR,
544,Mite and Madness,Battlecraft,,10,Central Shroud,1,ARR,1
545,A Shroom with a View,Battlecraft,,10,Central Shroud,1,ARR,
546,Too Close to Home,Battlecraft,,10,Central Shroud,1,ARR,
547,A Tall Odor,Battlecraft,,10,Western La Noscea,1,ARR,
548,The Sprite of Competition,Battlecraft,,10,Western La Noscea,1,ARR,
549,Jackal and the Livestock,Battlecraft,,10,Western La Noscea,1,ARR,
550,Shock Therapy,Battlecraft,,10,Western La Noscea,1,ARR,
551,At the Gates,Battlecraft,,10,Western La Noscea,1,ARR,
553,Fresh Meat,Battlecraft,,10,Western La Noscea,1,ARR,
555,No Egg to Stand On,Battlecraft,,10,Western La Noscea,1,ARR,
556,Grabbing Crabs,Battlecraft,,10,Western La Noscea,1,ARR,
557,Reeking Havoc,Battlecraft,,10,Western Thanalan,1,ARR,
558,Skin-deep,Battlecraft,,10,Western Thanalan,1,ARR,
559,Beak to Beak,Battlecraft,,10,Western Thanalan,1,ARR,
560,"Out of Body, Out of Mind",Battlecraft,,10,Western Thanalan,1,ARR,
561,Field of Beans,Battlecraft,,10,Western Thanalan,1,ARR,
563,You Cannot Kill the Metal,Battlecraft,,10,Western Thanalan,1,ARR,
565,From Ruins to Riches,Battlecraft,,10,Western Thanalan,1,ARR,
566,What Peistes Crave,Battlecraft,,10,Western Thanalan,1,ARR,
567,Monkey Business,Battlecraft,,15,East Shroud,1,ARR,
568,Something in the Mead,Battlecraft,,15,East Shroud,1,ARR,
569,Can't Say No to Gnat,Battlecraft,,15,East Shroud,1,ARR,
570,"Ochus Bite, Leaves Bleed",Battlecraft,,15,East Shroud,1,ARR,
571,Stew for Two,Battlecraft,,15,East Shroud,1,ARR,
572,A Guest for Supper,Battlecraft,,15,East Shroud,1,ARR,
573,The Transporter,Battlecraft,,15,East Shroud,1,ARR,
574,Sucked Dry,Battlecraft,,15,Western La Noscea,1,ARR,
575,A Glamourous Life,Battlecraft,,15,Western La Noscea,1,ARR,
576,First to Reave,Battlecraft,,15,Western La Noscea,1,ARR,
577,Beasts of Bourbon,Battlecraft,,15,Western La Noscea,1,ARR,
578,Field Testing,Battlecraft,,15,Western La Noscea,1,ARR,
579,Barley Legal,Battlecraft,,15,Western La Noscea,1,ARR,
580,Tail in Tow,Battlecraft,,15,Western La Noscea,1,ARR,
581,The Enterprise of Undeath,Battlecraft,,15,Eastern Thanalan,1,ARR,
583,A Simple Solution,Battlecraft,,15,Eastern Thanalan,1,ARR,
584,Death with Indignity,Battlecraft,,15,Eastern Thanalan,1,ARR,
585,Going for Goat,Battlecraft,,15,Eastern Thanalan,1,ARR,
586,Earthbound,Battlecraft,,15,Eastern Thanalan,1,ARR,
587,The Missing Merchant,Battlecraft,,15,Eastern Thanalan,1,ARR,
588,The Law Won,Battlecraft,,15,Eastern Thanalan,1,ARR,
589,Belly Up,Battlecraft,,20,South Shroud,1,ARR,
590,No Leaves Left Behind,Battlecraft,,20,South Shroud,1,ARR,
591,What's Yours Is Mine,Battlecraft,,20,South Shroud,1,ARR,
592,The Root of the Problem,Battlecraft,,20,South Shroud,1,ARR,
593,Killing Beasts Softly,Battlecraft,,20,South Shroud,1,ARR,
594,It's a Trap,Battlecraft,,20,South Shroud,1,ARR,
595,It's Hard Being Moogle,Battlecraft,,20,South Shroud,1,ARR,
596,Treevenge,Battlecraft,,20,South Shroud,1,ARR,
598,Claw-struck,Battlecraft,,20,Lower La Noscea,1,ARR,
599,The Light Stripes,Battlecraft,,20,Lower La Noscea,1,ARR,
600,Another Egg Gone,Battlecraft,,20,Lower La Noscea,1,ARR,
601,Strand by Me,Battlecraft,,20,Lower La Noscea,1,ARR,
602,Man the Ore,Battlecraft,,20,Lower La Noscea,1,ARR,
603,The Deathliest Catch,Battlecraft,,20,Lower La Noscea,1,ARR,
604,Refugee Raw,Battlecraft,,25,South Shroud,1,ARR,
605,More than Meets the Eye,Battlecraft,,25,South Shroud,1,ARR,
606,Necrologos: Olidious Separation,Battlecraft,,25,South Shroud,1,ARR,
607,Revisiting Raimdelle,Battlecraft,,25,South Shroud,1,ARR,
608,Up the Creek,Battlecraft,,25,South Shroud,1,ARR,
609,Rope a 'Lope,Battlecraft,,25,South Shroud,1,ARR,
610,Necrologos: The Beholders,Battlecraft,,25,South Shroud,1,ARR,
611,Dead Men Lie,Battlecraft,,25,Southern Thanalan,1,ARR,
612,Drakes' Misfortune,Battlecraft,,25,Southern Thanalan,1,ARR,
613,Necrologos: Fluid Corruption,Battlecraft,,25,Southern Thanalan,1,ARR,
614,Flower Power,Battlecraft,,25,Southern Thanalan,1,ARR,
615,"Run, Run Away",Battlecraft,,25,Southern Thanalan,1,ARR,
616,Necrologos: The Noctambulist,Battlecraft,,25,Southern Thanalan,1,ARR,
617,A Feast in the Forest,Battlecraft,,30,South Shroud,1,ARR,
618,Black Market Down,Battlecraft,,30,South Shroud,1,ARR,
619,Necrologos: Brand of the Impure,Battlecraft,,30,South Shroud,1,ARR,
620,Adamantoise Tears,Battlecraft,,30,South Shroud,1,ARR,
621,Woodcross Busydeal,Battlecraft,,30,South Shroud,1,ARR,
622,Where the Fur's At,Battlecraft,,30,South Shroud,1,ARR,
623,Sol Survivors,Battlecraft,,30,Eastern La Noscea,1,ARR,
624,Call Me Mating,Battlecraft,,30,Eastern La Noscea,1,ARR,
625,Necrologos: Igneous Toil,Battlecraft,,30,Eastern La Noscea,1,ARR,
626,Birds of a Feather,Battlecraft,,30,Eastern La Noscea,1,ARR,
627,Out to Sea,Battlecraft,,30,Eastern La Noscea,1,ARR,
628,Clearing Steer,Battlecraft,,30,Eastern La Noscea,1,ARR,
629,Under Foot,Battlecraft,,30,Eastern La Noscea,1,ARR,
630,Coeurl Scratch Fever,Battlecraft,,35,Eastern La Noscea,1,ARR,
631,Walk Like a Mandragora,Battlecraft,,35,Eastern La Noscea,1,ARR,
632,Necrologos: Igneous Moil,Battlecraft,,35,Eastern La Noscea,1,ARR,
633,Bud Bait,Battlecraft,,35,Eastern La Noscea,1,ARR,
634,Wonder Wine,Battlecraft,,35,Eastern La Noscea,1,ARR,
635,Appetite for Abduction,Battlecraft,,35,Eastern La Noscea,1,ARR,
636,Now We're Even,Battlecraft,,35,Coerthas Central Highlands,1,ARR,
637,Have a Nice Trip,Battlecraft,,35,Coerthas Central Highlands,1,ARR,
638,Necrologos: Cinerary Rite,Battlecraft,,35,Coerthas Central Highlands,1,ARR,
639,Meat and Bleat,Battlecraft,,35,Coerthas Central Highlands,1,ARR,
640,Little Lost Lamb,Battlecraft,,35,Coerthas Central Highlands,1,ARR,
641,Cower to the People,Battlecraft,,35,Coerthas Central Highlands,1,ARR,
642,Saving Bessy,Battlecraft,,35,Coerthas Central Highlands,1,ARR,
643,Subduing the Subprime,Battlecraft,,40,Northern Thanalan,1,ARR,
644,Necrologos: Pale Oblation,Battlecraft,,40,Northern Thanalan,1,ARR,
645,Don't Forget to Cry,Battlecraft,,40,Northern Thanalan,1,ARR,
646,Circling the Ceruleum,Battlecraft,,40,Northern Thanalan,1,ARR,
647,Someone's in the Doghouse,Battlecraft,,40,Northern Thanalan,1,ARR,
648,Blow-up Incubator,Battlecraft,,40,Northern Thanalan,1,ARR,
649,Necrologos: Whispers of the Gem,Battlecraft,,40,Coerthas Central Highlands,1,ARR,
650,Got a Gut Feeling about This,Battlecraft,,40,Coerthas Central Highlands,1,ARR,
651,You Look Good Enough to Eat,Battlecraft,,40,Coerthas Central Highlands,1,ARR,
652,The Area's a Bit Sketchy,Battlecraft,,40,Coerthas Central Highlands,1,ARR,
653,The Tropes of the Trade,Battlecraft,,40,Coerthas Central Highlands,1,ARR,
654,Pets Are Family Too,Battlecraft,,40,Coerthas Central Highlands,1,ARR,
655,We Can Dismember It for You Wholesale,Battlecraft,,40,Coerthas Central Highlands,1,ARR,
656,Turnabout's Fair Play,Battlecraft,,45,Mor Dhona,1,ARR,
657,Necrologos: The Liminal Ones,Battlecraft,,45,Mor Dhona,1,ARR,
658,"Big, Bad Idea",Battlecraft,,45,Mor Dhona,1,ARR,
659,Put Your Stomp on It,Battlecraft,,45,Mor Dhona,1,ARR,
660,One of Our Naturalists Is Missing,Battlecraft,,45,Mor Dhona,1,ARR,
661,A Toad Less Taken,Battlecraft,,45,Mor Dhona,1,ARR,
674,Waking Wood,Fieldcraft,BTN,1,Central Shroud,1,ARR,
675,East Bank Story,Fieldcraft,BTN,1,Central Shroud,1,ARR,
676,We Couldn't Start the Fire,Fieldcraft,BTN,1,Central Shroud,1,ARR,
677,Lovely Latex,Fieldcraft,BTN,1,Central Shroud,1,ARR,
678,Let the Sun Shine In,Fieldcraft,BTN,5,Central Shroud,1,ARR,
679,If a Tree Falls,Fieldcraft,BTN,5,Central Shroud,1,ARR,
680,Evil Seeds,Fieldcraft,BTN,5,Central Shroud,1,ARR,
681,"No Bark, All Bite",Fieldcraft,BTN,5,Central Shroud,1,ARR,
682,A Chest of Nuts,Fieldcraft,BTN,10,Central Shroud,1,ARR,
683,West Bank Story,Fieldcraft,BTN,10,Central Shroud,1,ARR,
684,Digging Deep,Fieldcraft,BTN,10,Central Shroud,1,ARR,
685,The Heart of the Hedge,Fieldcraft,BTN,10,Central Shroud,1,ARR,
686,The Quick and the Dead,Fieldcraft,BTN,15,East Shroud,1,ARR,
687,Maple Stories,Fieldcraft,BTN,15,East Shroud,1,ARR,
688,Never Strikes Twice,Fieldcraft,BTN,15,East Shroud,1,ARR,
689,Briar in the Hole,Fieldcraft,BTN,15,East Shroud,1,ARR,
690,Nowhere to Slide,Fieldcraft,BTN,20,South Shroud,1,ARR,
691,"Shaken, Not Stirred",Fieldcraft,BTN,20,South Shroud,1,ARR,
692,"Just the Artifacts, Madam",Fieldcraft,BTN,20,South Shroud,1,ARR,
693,Fueling the Flames,Fieldcraft,BTN,20,South Shroud,1,ARR,
694,Over the Underbrush,Fieldcraft,BTN,25,South Shroud,1,ARR,
695,Moon in Rouge,Fieldcraft,BTN,25,South Shroud,1,ARR,
696,Appleanche,Fieldcraft,BTN,25,South Shroud,1,ARR,
697,Mushroom Gobblin',Fieldcraft,BTN,25,South Shroud,1,ARR,
698,The Palm in Your Hand,Fieldcraft,BTN,30,Eastern La Noscea,1,ARR,
699,Nature Calls,Fieldcraft,BTN,30,Eastern La Noscea,1,ARR,
700,Bleeding Them Dry,Fieldcraft,BTN,30,Eastern La Noscea,1,ARR,
701,Always Right,Fieldcraft,BTN,30,Eastern La Noscea,1,ARR,
702,A Stash of Herbs,Fieldcraft,BTN,35,Coerthas Central Highlands,1,ARR,
703,Spear of Heaven,Fieldcraft,BTN,35,Coerthas Central Highlands,1,ARR,
704,Salad Days,Fieldcraft,BTN,35,Coerthas Central Highlands,1,ARR,
705,Catch My Drift,Fieldcraft,BTN,35,Coerthas Central Highlands,1,ARR,
706,Plague on Both Our Forests,Fieldcraft,BTN,40,Coerthas Central Highlands,1,ARR,
707,Straight and Arrow,Fieldcraft,BTN,40,Coerthas Central Highlands,1,ARR,
708,This Old Fort,Fieldcraft,BTN,40,Coerthas Central Highlands,1,ARR,
709,Sign of the Crimes,Fieldcraft,BTN,40,Coerthas Central Highlands,1,ARR,
710,Caught in the Long Grass,Fieldcraft,BTN,45,Mor Dhona,1,ARR,
711,Topsy-turvy Time,Fieldcraft,BTN,45,Mor Dhona,1,ARR,
712,"Wonders Don't Cease, They're Discontinued",Fieldcraft,BTN,45,Mor Dhona,1,ARR,
713,See How They Shine,Fieldcraft,BTN,45,Mor Dhona,1,ARR,
714,Rubble Bubble,Fieldcraft,MIN,1,Western Thanalan,1,ARR,
715,Who Needs the Paperwork,Fieldcraft,MIN,1,Western Thanalan,1,ARR,
716,The Primrose Path,Fieldcraft,MIN,1,Western Thanalan,1,ARR,
717,Miners' Holiday,Fieldcraft,MIN,1,Western Thanalan,1,ARR,
718,Vanishing Point,Fieldcraft,MIN,5,Western Thanalan,1,ARR,
719,Do They Ore Don't They,Fieldcraft,MIN,5,Western Thanalan,1,ARR,
720,Pipikkuli's Ship Comes In,Fieldcraft,MIN,5,Western Thanalan,1,ARR,
721,I Don't Zinc It's a Coincidence,Fieldcraft,MIN,5,Western Thanalan,1,ARR,
722,Break It Up,Fieldcraft,MIN,10,Western Thanalan,1,ARR,
723,That's Why They Call It Fool's Gold,Fieldcraft,MIN,10,Western Thanalan,1,ARR,
724,It Peiste to Listen,Fieldcraft,MIN,10,Western Thanalan,1,ARR,
725,We Do This the Hard Way,Fieldcraft,MIN,10,Western Thanalan,1,ARR,
726,A Man's Gotta Dream,Fieldcraft,MIN,15,Eastern Thanalan,1,ARR,
727,Earth Sprites Are Easy,Fieldcraft,MIN,15,Eastern Thanalan,1,ARR,
728,Eiderdown for Eidolons,Fieldcraft,MIN,15,Eastern Thanalan,1,ARR,
729,The Doom that Came to Belah'dia,Fieldcraft,MIN,15,Eastern Thanalan,1,ARR,
730,Look How They Shine for You,Fieldcraft,MIN,20,South Shroud,1,ARR,
731,Elemental Housekeeping,Fieldcraft,MIN,20,South Shroud,1,ARR,
732,"Location, Location, Location",Fieldcraft,MIN,20,South Shroud,1,ARR,
733,Rock My Wall,Fieldcraft,MIN,20,South Shroud,1,ARR,
734,Fool Me Twice,Fieldcraft,MIN,25,South Shroud,1,ARR,
735,Can't Start a Fire,Fieldcraft,MIN,25,South Shroud,1,ARR,
736,"Tag, You're It",Fieldcraft,MIN,25,South Shroud,1,ARR,
737,"Baby, Light My Way",Fieldcraft,MIN,25,South Shroud,1,ARR,
738,I Kidd You Not,Fieldcraft,MIN,30,Eastern La Noscea,1,ARR,
739,That's What the Money Is For,Fieldcraft,MIN,30,Eastern La Noscea,1,ARR,
740,The Midden Fair,Fieldcraft,MIN,30,Eastern La Noscea,1,ARR,
741,Shell Game,Fieldcraft,MIN,30,Eastern La Noscea,1,ARR,
742,Rocks for Brains,Fieldcraft,MIN,35,Coerthas Central Highlands,1,ARR,
743,There Are No Good Answers,Fieldcraft,MIN,35,Coerthas Central Highlands,1,ARR,
744,Eye for an Eye,Fieldcraft,MIN,35,Coerthas Central Highlands,1,ARR,
745,Mythril Madness,Fieldcraft,MIN,35,Coerthas Central Highlands,1,ARR,
746,Nature Is a Monster,Fieldcraft,MIN,40,Coerthas Central Highlands,1,ARR,
747,Brother in Arms,Fieldcraft,MIN,40,Coerthas Central Highlands,1,ARR,
